ID;IDCOMPANY;IDUSER;DATE_INSERT;DATE_UPDATE;DATARICHIESTA;RECORD_STATUS;DATA_CESTINO;DATA_STORICO;IDCUSTOMER;SOSPESA;URGENTE;ASSICURAZIONE_AFFITTO;TRATTATIVA;CONSULENZAMUTUO;NOTE;INAFFITTO;AFFITTO_RISCATTO;CATEGORIA;IDTIPO;IDSUBTIPO;IDCOMUNE;IDZONA;IDSOTTOZONA;LOCALITA_FILTER_TYPE;LOCALITA_AREA;LOCALITA_AREA2;LOCALITA_AREA3;LOCALITA;IDMACROZONA;CARATTERISTICHE;MQ;MQ2;BAGNO1;BAGNO2;CAMERA1;CAMERA2;VANI1;VANI2;PREZZO1;PREZZO2;KEYMONEY1;KEYMONEY2;ANTICIPO1;ANTICIPO2;ARREDATO;ARREDATO_PARZ;ARREDATO_NO;NUOVACOSTRUZIONE;STUDENTI;USOVACANZA;INVESTIMENTO;ULTIMOPIANO;PIANO;PIANO_SUP_A;PIANO_INF_A;IDPOSIZIONE;DISTANZE;IDVISTA;TERRENO;TERRENO_MQ;CONDOMINIO_IDTIPO;PREGIUDIZI;LOCATION_COMMERCIALE;IDSTATO;IDTIPOCONTRATTO;IDTIPOPROPRIETA;COMM_IDDESTINAZIONE;IDTIPOMOTIVAZIONERICHIESTA;RATING;ASTA;ANNO;SPAZIO_ESTERNO_ABITABILE;PERTINENZE;IDCANALE;VENDERE_PRIMA;IDUSER_INSERT;IDUSER_INSERT_DATE;IDUSER_UPDATE;IDUSER_UPDATE_DATE;IDRICHIESTADALWEB
1815;1;1;1620461439;1620461439;1620424800;1;0;0;1816;0;0;0;0;0;"cerca app 90 - 130 mq";0;0;0;,1,;,3,4,;,5792,;,604576,;;0;;;;#1#13#68#5792#604576#0#|;;;0;0;0;0;0;0;0;0;0.00;200000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1620461439;null;null;0
1817;1;1;1620461762;1620461762;1620424800;1;0;0;1818;0;0;0;0;0;"cerca casa indipendente 350 - 500 mq";0;0;0;,11,;,16,;,5779,;;;0;;;;#1#13#68#5779#0#0#|;;;0;0;0;0;0;0;0;0;0.00;400000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1620461762;null;null;0
1818;1;1;1620461890;1620461890;1620424800;1;0;0;1819;0;0;0;0;0;"cerca villa 140 - 190 mq";0;0;0;,11,;,12,;,5792,;;;0;;;;#1#13#68#5792###|;;;0;0;0;0;0;0;0;0;0.00;150000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1620461890;null;null;0
1819;1;1;1620461991;1620461991;1620424800;1;0;0;1820;0;0;0;0;0;"cerca app 90 - 120 mq";0;0;0;,1,;,3,4,;,5792,;,604576,;;0;;;;#1#13#68#5792#604576#0#|;;;0;0;0;0;0;0;0;0;0.00;300000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1620461991;null;null;0
1822;1;1;1620462563;1620462563;1620424800;1;0;0;1823;0;0;0;0;0;"cerca app 100 - 130 mq";0;0;0;,1,;,4,;,5792,;,604576,;;0;;;;#1#13#68#5792#604576#0#|;;;0;0;0;0;0;0;0;0;0.00;150000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1620462563;null;null;0
1825;1;1;1620464647;1620464647;1620424800;1;0;0;1826;0;0;0;0;0;"cerca villa a schiera 130 - 180 mq";0;0;0;,19,;,17,;,5792,;,604576,;;0;;;;#1#13#68#5792#604576#0#|;;;0;0;0;0;0;0;0;0;0.00;450000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1620464647;null;null;0
1830;1;1;1620465606;1620465606;1620424800;1;0;0;1830;0;0;0;0;0;"cerca app 80 - 110 mq";0;0;0;,1,;,3,4,;,5788,;;;0;;;;#1#13#68#5788#0#0#|;;;0;0;0;0;0;0;0;0;0.00;200000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1620465606;null;null;0
1831;1;1;1620465742;1620465779;1620424800;1;0;0;1831;0;0;0;0;0;"cerca app 80 - 110 mq";0;0;0;,1,;,3,4,;,5788,;;;0;;;;#1#13#68#5788#0#0#|;;;0;0;0;0;0;0;0;0;0.00;250000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1620465742;null;null;0
1833;1;7;1620466187;1623141997;1620424800;1;0;0;1833;0;0;0;0;0;"cerca app 130 - 180 mq 07 06 2021 non risp 08 06 2021 proposto parco guelfi e non interessa, inviato link per a 4100 via fabrizi, ci vediamo in serata in via colonna 64 per acquisizione immobile di loro proprietà";0;0;0;,1,;,4,5,;,5792,;,604586,941,;;0;;;;#1#13#68#5792#604586#0#|#1#13#68#5792#941#0#|;;;0;0;0;0;0;0;0;0;0.00;400000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1620466187;null;null;0
1838;1;1;1620467301;1620467301;1620424800;1;0;0;1838;0;0;0;0;0;"cerca app 80 - 110 mq";0;0;0;,1,;,3,4,;,5788,;;;0;;;;#1#13#68#5788#0#0#|;;;0;0;0;0;0;0;0;0;0.00;150000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1620467301;null;null;0
1839;1;1;1620467497;1620467497;1620424800;1;0;0;1839;0;0;0;0;0;"cerca app 50 - 70 mq";0;0;0;,1,;,2,3,;,5792,;,941,;;0;;;;#1#13#68#5792#941#0#|;;;0;0;0;0;0;0;0;0;0.00;100000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1620467497;null;null;0
1840;1;1;1620468183;1620468183;1620424800;1;0;0;1839;0;0;0;0;0;"cerca app 50 - 70 mq";0;0;0;,1,;,2,3,;,5792,;,941,;;0;;;;#1#13#68#5792#941#0#|;;;0;0;0;0;0;0;0;0;0.00;100000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1620468183;null;null;0
1841;1;1;1620468601;1620468601;1620424800;1;0;0;1840;0;0;0;0;0;"cerca app 90 - 130 mq";0;0;0;,1,;,3,4,;,5792,;,604576,;;0;;;;#1#13#68#5792#604576#0#|;;;0;0;0;0;0;0;0;0;0.00;200000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1620468601;null;null;0
1851;1;1;1620661012;1620661012;1620597600;1;0;0;1851;0;0;0;0;0;"cerca app 80 - 110 mq";0;0;0;,1,;,3,;,5788,;;;0;;;;#1#13#68#5788#0#0#|;;;0;0;0;0;0;0;0;0;0.00;200000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1620661012;null;null;0
1856;1;1;1620665133;1620665133;1620597600;1;0;0;1855;0;0;0;0;0;"cerca app tutto su un livello, 120 mq ";0;0;0;,1,;,4,;,5792,5891,;,604574,604576,674,;;0;;;;#1#13#68#5792#604574#0#|#1#13#68#5792#604576#0#|#1#13#69#5891#674##|;;;0;0;0;0;0;0;0;0;0.00;160000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1620665133;null;null;0
1859;1;1;1620666402;1620666402;1620597600;1;0;0;1858;0;0;0;0;0;"cerca app 70 - 80 mq, nuova costruzione (dal 2000 in poi), zona Stadio Porta Nuova dalla ferrovia al mare. No palazzine vecchie, no da ristrutturare. ha chiamato per rif A353, ma il budget è troppo alto. Max 150000 €";0;0;0;,1,;,3,;,5792,;,604574,604576,;;0;;;;#1#13#68#5792#604574#0#|#1#13#68#5792#604576#0#|;;;0;0;0;0;0;0;0;0;0.00;150000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1620666402;null;null;0
1862;1;1;1620745017;1620745017;1620684000;1;0;0;1443;0;0;0;0;0;"cerca app 60 - 80 mq";0;0;0;,1,;,2,3,;,5792,;,604576,;;0;;;;#1#13#68#5792#604576#0#|;;;0;0;0;0;0;0;0;0;0.00;200000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1620745017;null;null;0
1863;1;1;1620745110;1620745110;1620684000;1;0;0;1862;0;0;0;0;0;"cerca app 90 - 110 mq";0;0;0;,1,;,3,4,;,5792,;;;0;;;;#1#13#68#5792###|;;;0;0;0;0;0;0;0;0;0.00;100000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1620745110;null;null;0
1864;1;1;1620745293;1620745293;1620684000;1;0;0;1863;0;0;0;0;0;"cerca residenziale 190 - 250 mq";0;0;0;,1,;,5,;,5776,;;;0;;;;#1#13#68#5776###|;;;0;0;0;0;0;0;0;0;0.00;300000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1620745293;null;null;0
1865;1;1;1620747244;1620747244;1620684000;1;0;0;1864;0;0;0;0;0;"cerca app 70 - 90 mq";0;0;0;,1,;,3,;,5792,;,604576,;;0;;;;#1#13#68#5792#604576#0#|;;;0;0;0;0;0;0;0;0;0.00;150000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1620747244;null;null;0
1867;1;1;1620834711;1620834711;1620770400;1;0;0;1868;0;0;0;0;0;"Interessata a trilocale in via Pepe, rif A382. Preso appuntamento per visionarlo il 14/05/2021 ore 19:00";0;0;0;,1,;,3,;,5792,;,604574,;;0;;;;#1#13#68#5792#604574#0#|;;;0;0;0;0;0;0;0;0;0.00;121000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1620834711;null;null;0
1869;1;1;1620835153;1620835153;1620770400;1;0;0;1870;0;0;0;0;0;"cerca app 110 - 140 mq";0;0;0;,1,;,4,;,5792,;,604576,;;0;;;;#1#13#68#5792#604576#0#|;;;0;0;0;0;0;0;0;0;0.00;250000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1620835153;null;null;0
1874;1;1;1620835636;1620835636;1620770400;1;0;0;1873;0;0;0;0;0;"cerca app 40 - 60 mq";0;0;0;,1,;,2,1,;,5788,;;;0;;;;#1#13#68#5788#0#0#|;;;0;0;0;0;0;0;0;0;0.00;100000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1620835636;null;null;0
1875;1;1;1620835851;1620835851;1620770400;1;0;0;1874;0;0;0;0;0;"cerca villetta o appartamento 140 mq circa, con ampio terrazzo o spazio esterno.";0;0;0;,1,11,;,12,;,5792,;;;0;;;;#1#13#68#5792###|;;;0;0;0;0;0;0;0;0;0.00;300000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1620835851;null;null;0
1878;1;1;1620926742;1620926742;1620856800;1;0;0;1878;0;0;0;0;0;"cerca app 130 - 170 mq";0;0;0;,1,;,4,;,5792,;,604576,;;0;;;;#1#13#68#5792#604576#0#|;;;0;0;0;0;0;0;0;0;0.00;200000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1620926742;null;null;0
1879;1;1;1621003511;1621003511;1620943200;1;0;0;1879;0;0;0;0;0;"Ha chiamato per A305";0;0;0;,1,;,3,;,5792,;,940,;;0;;;;#1#13#68#5792#940#0#|;;;0;0;0;0;0;0;0;0;0.00;153000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1621003511;null;null;0
1880;1;1;1621003814;1621003814;1620943200;1;0;0;1880;0;0;0;0;0;"cerca casa indipendente 120 - 160 mq";0;0;0;,11,;,16,12,;,5792,;,604586,;;0;;;;#1#13#68#5792#604586#0#|;;;0;0;0;0;0;0;0;0;0.00;350000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1621003814;null;null;0
1882;1;1;1621004310;1623424167;1620943200;1;0;0;1882;0;0;0;0;0;"15/05/2021: cerca seconda abitazione uso investimento, anche un bilocale va bene, possibilmente non da ristrutturare. Qualsiasi zona tranne via Tirino. Proposti A383, A382, A476";0;0;0;,1,;,3,2,;,5792,5788,5845,;,604576,604574,;;0;;;;#1#13#68#5792#604576#0#|#1#13#68#5792#604574#0#|#1#13#68#5788#0#0#|#1#13#69#5845#0#0#|;;;0;0;0;0;0;0;0;0;0.00;120000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1621004310;null;null;0
1883;1;1;1621004433;1621073291;1620943200;1;0;0;1200;0;0;0;0;0;"15/05/2021: cerca app da piazza S. Francesco in giù (zona centro), no zona collinare, no Porta Nuova. No primo piano, con sala, 3 camere e doppi servizi e garage, possibilmente senza lavori da fare.";0;0;0;,1,;,4,5,;,5792,;,941,604586,;;0;;;;#1#13#68#5792#941#0#|#1#13#68#5792#604586#0#|;;;0;0;0;0;0;0;0;0;0.00;450000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1621004433;null;null;0
1884;1;1;1621004535;1621004535;1620943200;1;0;0;1883;0;0;0;0;0;"cerca app 80 - 100 mq";0;0;0;,1,;,3,;,5788,;;;0;;;;#1#13#68#5788#0#0#|;;;0;0;0;0;0;0;0;0;0.00;200000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1621004535;null;null;0
1885;1;1;1621004989;1621004989;1620943200;1;0;0;1884;0;0;0;0;0;"cerca indipendente 100 - 130 mq";0;0;0;,11,;,16,;,5788,;;;0;;;;#1#13#68#5788#0#0#|;;;0;0;0;0;0;0;0;0;0.00;200000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1621004989;null;null;0
1887;1;1;1621068904;1621068943;1621029600;1;0;0;1040;0;0;0;0;0;"Ha chiamato per A383. Cerca app dallo stadio fino a viale Bovio/ via di Sotto. No a sud dello stadio. 2 camere, oltre il 2° piano con ascensore. prima abitazione, va bene anche qualcosa da ristrutturare ma deve rientrare in questo budget.";0;0;0;,1,;,3,;,5792,;,941,603619,604577,604586,604575,604576,;;0;;;;#1#13#68#5792#941#0#|#1#13#68#5792#603619#0#|#1#13#68#5792#604577#0#|#1#13#68#5792#604586#0#|#1#13#68#5792#604575#0#|#1#13#68#5792#604576#0#|;;;0;0;0;0;0;0;0;0;0.00;110000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1621068904;null;null;0
1888;1;1;1621069203;1628605891;1621029600;1;0;0;1886;0;0;0;0;0;"cerca app 140 - 180 mq";0;0;0;,1,;,4,5,;,5792,;,941,;;0;;;;#1#13#68#5792#941#0#|;;;0;0;0;0;0;0;0;0;0.00;500000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1621069203;null;null;0
1889;1;1;1621069386;1621069386;1621029600;1;0;0;1887;0;0;0;0;0;"cerca app 120 - 150 mq";0;0;0;,1,;,4,;,5788,;;;0;;;;#1#13#68#5788#0#0#|;;;0;0;0;0;0;0;0;0;0.00;250000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1621069386;null;null;0
1890;1;1;1621069566;1621069566;1621029600;1;0;0;1888;0;0;0;0;0;"cerca app 130 - 180 mq";0;0;0;,1,;,4,;,5792,;,604575,;;0;;;;#1#13#68#5792#604575#0#|;;;0;0;0;0;0;0;0;0;0.00;200000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1621069566;null;null;0
1891;1;1;1621265172;1621265172;1621202400;1;0;0;1890;0;0;0;0;0;"cercano app 60-70 mq per il figlio. Tour visite 18/05/2021 ore 16:30 - 18:00";0;0;0;,1,;,3,;,5792,;,941,604574,604576,;;0;;;;#1#13#68#5792#941#0#|#1#13#68#5792#604574#0#|#1#13#68#5792#604576#0#|;;;0;0;0;0;0;0;0;0;0.00;150000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1621265172;null;null;0
1895;1;1;1621439513;1621439513;1621375200;1;0;0;1896;0;0;0;0;0;"Cerca app per la figlia, in buono stato e già vivibile, in zona stadio (da viale Marconi verso il mare). Lui è del Gargano, la figlia studia all'università.";0;0;0;,1,;,3,;,5792,;,603619,;;0;;;;#1#13#68#5792#603619#0#|;;;0;0;0;0;0;0;0;0;0.00;110000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1621439513;null;null;0
1897;1;1;1621439772;1621439772;1621375200;1;0;0;1623;0;0;0;0;0;"cerca app 140 - 190 mq";0;0;0;,1,;,5,;,5792,;,941,;;0;;;;#1#13#68#5792#941#0#|;;;0;0;0;0;0;0;0;0;0.00;400000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1621439772;null;null;0
1898;1;1;1621440151;1621440151;1621375200;1;0;0;1898;0;0;0;0;0;;0;0;0;,23,;;,5805,;;;0;;;;#1#13#68#5805#0#0#|;;;5000;7000;0;0;0;0;0;0;0.00;50000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1621440151;null;null;0
1899;1;1;1621440397;1621440397;1621375200;1;0;0;1899;0;0;0;0;0;"cerca villa 140 - 190 mq";0;0;0;,11,;,12,;,5799,;;;0;;;;#1#13#68#5799#0#0#|;;;0;0;0;0;0;0;0;0;0.00;250000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1621440397;null;null;0
1900;1;1;1621440558;1740565411;1621375200;1;0;0;1385;0;0;0;0;0;"cerca app 110 - 150 mq";0;0;0;,1,;,4,;,5792,;,604575,;;0;;;;#1#13#68#5792#604575#0#|;;;0;0;0;0;0;0;0;0;0.00;400000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1621440558;1;1740565411;0
1902;1;1;1621440820;1621440820;1621375200;1;0;0;1901;0;0;0;0;0;"cerca app 100 - 130 mq";0;0;0;,1,;,4,;,5792,;,941,;;0;;;;#1#13#68#5792#941#0#|;;;0;0;0;0;0;0;0;0;0.00;250000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1621440820;null;null;0
1903;1;1;1621440954;1621440954;1621375200;1;0;0;1902;0;0;0;0;0;"cerca capannone 650 - 850 mq";0;0;1;,24,;,21,;,5788,;;;0;;;;#1#13#68#5788#0#0#|;;;0;0;0;0;0;0;0;0;0.00;350000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1621440954;null;null;0
1904;1;1;1621441118;1621441118;1621375200;1;0;0;1903;0;0;0;0;0;"cerca app 90 - 110 mq";0;0;0;,1,;,3,4,;,5792,;,941,;;0;;;;#1#13#68#5792#941#0#|;;;0;0;0;0;0;0;0;0;0.00;200000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1621441118;null;null;0
1905;1;1;1621441295;1621441295;1621375200;1;0;0;1904;0;0;0;0;0;"cerca azienda agricola 10000 mq";0;0;4;,56,;;,5777,;;;0;;;;#1#13#68#5777#0#0#|;;;0;0;0;0;0;0;0;0;1250000.00;2000000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1621441295;null;null;0
1907;1;1;1621441596;1621441596;1621375200;1;0;0;1905;0;0;0;0;0;"cerca app 70 - 100 mq";0;0;0;,1,;,3,;,5792,;;;0;;;;#1#13#68#5792###|;;;0;0;0;0;0;0;0;0;0.00;250000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1621441596;null;null;0
1912;1;1;1621442427;1621442427;1621375200;1;0;0;1163;0;0;0;0;0;"cerca app 70 - 90 mq";0;0;0;,1,;,3,;,5792,;,941,;;0;;;;#1#13#68#5792#941#0#|;;;0;0;0;0;0;0;0;0;0.00;350000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1621442427;null;null;0
1913;1;1;1621442550;1740565411;1621375200;1;0;0;515;0;0;0;0;0;"cerca app60 - 80 mq";0;0;0;,1,;,2,;,5792,;,604586,;;0;;;;#1#13#68#5792#604586#0#|;;;0;0;0;0;0;0;0;0;0.00;150000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1621442550;1;1740565411;0
1916;1;1;1621443218;1621443218;1621375200;1;0;0;1912;0;0;0;0;0;"cerca rustico/casale 300 - 400 mq";0;0;0;,11,;,14,16,15,;,5789,;;;0;;;;#1#13#68#5789#0#0#|;;;0;0;0;0;0;0;0;0;0.00;350000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1621443218;null;null;0
1918;1;1;1621443538;1621443538;1621375200;1;0;0;1914;0;0;0;0;0;"cerca app 140 - 190 mq";0;0;0;,1,;,4,5,;,5792,;;;0;;;;#1#13#68#5792###|;;;0;0;0;0;0;0;0;0;0.00;200000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1621443538;null;null;0
1920;1;1;1621443920;1621443920;1621375200;1;0;0;1916;0;0;0;0;0;"cerca app 90 - 120 mq";0;0;0;,1,;,3,4,;,5792,;,941,;;0;;;;#1#13#68#5792#941#0#|;;;0;0;0;0;0;0;0;0;0.00;250000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1621443920;null;null;0
1922;1;1;1621444410;1621444410;1621375200;1;0;0;1918;0;0;0;0;0;"cerca garage 20 - 30 mq";0;0;1;,36,;;,5792,;,941,;;0;;;;#1#13#68#5792#941#0#|;;;0;0;0;0;0;0;0;0;0.00;100000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1621444410;null;null;0
1926;1;1;1621607203;1621607203;1621548000;1;0;0;1922;0;0;0;0;0;"cerca app 70 - 100 mq";0;0;0;,1,;,3,;,5792,;,604576,;;0;;;;#1#13#68#5792#604576#0#|;;;0;0;0;0;0;0;0;0;0.00;200000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1621607203;null;null;0
1927;1;1;1621608175;1621608175;1621548000;1;0;0;1923;0;0;0;0;0;"Cerca casa indipendente 250 - 300 mq";0;0;0;,11,;,16,;,5805,;;;0;;;;#1#13#68#5805#0#0#|;;;0;0;0;0;0;0;0;0;0.00;200000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1621608175;null;null;0
1931;1;7;1621609005;1623140048;1621548000;1;0;0;1926;0;0;0;0;0;"cerca app 130 - 170 mq 07 06 2021 non risp 08 06 2021 proposto a 4100 ma è in trattativa per un altro immobile, casomai ci richiama, si può provare a richiamare per sapere novità. rtx 20 06 2021";0;0;0;,1,;,4,;,5792,;,941,;;0;;;;#1#13#68#5792#941#0#|;;;0;0;0;0;0;0;0;0;0.00;550000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1621609005;null;null;0
1933;1;1;1621609315;1621609315;1621548000;1;0;0;1928;0;0;0;0;0;"cerca app 80 - 110 mq";0;0;0;,1,;,3,;,5792,;,941,;;0;;;;#1#13#68#5792#941#0#|;;;0;0;0;0;0;0;0;0;0.00;200000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1621609315;null;null;0
1934;1;1;1621609650;1621609650;1621548000;1;0;0;1929;0;0;0;0;0;"cerca app 90 - 120 mq";0;0;0;,1,;,3,4,;,5792,;,941,;;0;;;;#1#13#68#5792#941#0#|;;;0;0;0;0;0;0;0;0;0.00;300000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1621609650;null;null;0
1936;1;1;1621610540;1621610540;1621548000;1;0;0;1931;0;0;0;0;0;"cerca app 90 - 120 mq";0;0;0;,1,;,3,4,;,5792,;,604576,;;0;;;;#1#13#68#5792#604576#0#|;;;0;0;0;0;0;0;0;0;0.00;250000.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;|m#|m#|m#|m;;0;0;;0;0;;;;;0;0;0;;0;0;0;0;1;1621610540;null;null;0
